page,box_number,stock_number,year,make,model,color,vin,price,vehicle_cost,trade_diff,buy_fee,lot_fee,added_costs,revenue,profit,total_cost,down_payment,net_financing,sale_date,dealer,commission
1,1,02-284-25,2020,RAM,PROMASTER 3500,Gray,3C6URV1G3LE136965,20900.0,17625.0,0.0,0.0,199.0,959.0,20900.0,2117.0,18783.0,20900.0,0.0,2/28/25,MANHEIM NASHVILLE,0.0
1,2,02-110-25,2021,Chevrolet,EQUINOX,Gray,3GNAXUEVXML351848,12915.0,11290.0,0.0,0.0,199.0,2011.0,12915.0,-585.0,13500.0,12915.0,0.0,2/28/25,,0.0
1,3,11-256-24,2021,Chevrolet,SILVERADO 1500,W,3GCPWBEK3MG208426,20515.0,18100.0,0.0,0.0,0.0,1097.0,20515.0,1318.0,19197.0,20515.0,0.0,2/28/25,,0.0
1,4,02-262-25,2021,Chevrolet,SILVERADO 1500,S,1GCUYDED3MZ236964,24815.0,22815.0,0.0,0.0,199.0,614.0,24815.0,1187.0,23628.0,24815.0,0.0,2/28/25,,0.0
1,5,02-089-25,2021,Chevrolet,SILVERADO 1500,S,3GCUYDED9MG230490,25515.0,22589.0,0.0,0.0,199.0,1783.0,25515.0,944.0,24571.0,25515.0,0.0,2/28/25,,0.0
1,6,02-002-25,2020,Chevrolet,SILVERADO 1500,B,1GCUYGED4LZ193901,30315.0,27990.0,0.0,0.0,199.0,2261.0,30315.0,-135.0,30450.0,30315.0,0.0,2/28/25,,0.0
2,1,02-082-25,2019,Chevrolet,SILVERADO 1500,W,1GCRYDED3KZ200274,23015.0,18900.0,0.0,0.0,199.0,1400.0,23015.0,2516.0,20499.0,23015.0,0.0,2/28/25,,0.0
2,2,02-193-25,2019,Chevrolet,SILVERADO 1500,W,3GCUYEEDXKG182582,26915.0,21744.0,0.0,0.0,199.0,1184.0,26915.0,3788.0,23127.0,26915.0,0.0,2/28/25,,0.0
2,3,02-155-25,2018,Chevrolet,SILVERADO 1500,W,3GCPCPEC11JG32689,21715.0,20165.0,0.0,0.0,199.0,1294.0,21715.0,57.0,21658.0,21715.0,0.0,2/28/25,,0.0
2,4,01-231-25,2018,Chevrolet,SILVERADO 1500,S,3GCUKREC8JG373996,21915.0,19100.0,0.0,0.0,199.0,3189.0,21915.0,-573.0,22488.0,21915.0,0.0,2/28/25,,0.0
2,5,02-211-25,2018,Chevrolet,SILVERADO 1500,W,3GCUKREC5S1G12630,22515.0,22500.0,0.0,0.0,0.0,825.0,22515.0,-810.0,23325.0,22515.0,0.0,2/28/25,,0.0
